rule,object,detail,severity,notes
0029_authenticated_definer_executable,get_notification_admin_metrics,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,get_nrhs_analytics,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,get_opportunity_pending_approvals,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,get_optimization_impact_summary,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,get_or_create_agent_guardrails,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,get_org_seat_metrics,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,get_platform_admin_role,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,get_profile_sensitive_fields,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,get_proposal_acceptor_sensitive,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,get_proposal_ai_insights_cache,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,get_proposal_analytics_signature,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,get_relevant_memories,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,get_revenue_context,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,get_scoring_summary,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,get_seller_monthly_goal_v2,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,get_tables_needing_indexes,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,get_team_member_ids,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,get_user_organization_id,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,get_user_permissions,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,get_user_settings_access_level,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,get_user_team_ids,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,get_visible_user_ids,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,hard_delete_old_opportunities,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,has_role,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,ignore_proposal_financial_audit_item,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,import_prospect_to_pipeline,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,increment_email_kb_usage,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,increment_email_knowledge_usage,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,increment_outreach_metric,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,increment_usage,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,initialize_agent_environments,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,is_active_org_member,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,is_admin_or_owner,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,is_admin_or_owner,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,is_feature_enabled,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,is_org_admin,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,is_platform_admin,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,is_platform_admin_for_rls,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,is_platform_super_admin,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,is_team_manager,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,is_tenant_admin_or_owner,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,is_trial_expired,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,kairos_janitor_stale_runs,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,list_pre_reservation_item_allocations,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,load_noid_performance_gates,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,load_noid_performance_preset,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,log_proposal_view,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,log_system_event,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,mark_contact_phone_invalid,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,mark_operational_proposal_clone,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,mark_proposal_financial_audit_item_review,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,mark_proposal_pricing_dirty,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,mark_recommendation_rolled_back,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,mark_stale_playbook_runs_failed,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,match_email_knowledge,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,match_email_knowledge,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,mcp_create_permission,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,mcp_log_audit,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,mcp_record_invocation,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,mcp_set_permission_status,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,mcp_update_permission,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,move_to_dlq,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,orchestrate_proposal_financials,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,perf_apply_retention_policies,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,preview_next_proposal_number,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,read_email_batch,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,recalculate_account_rfm,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,recalculate_email_kb_quality,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,recalculate_inventory_pre_reservation_status,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,recalculate_org_mrr,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,recalculate_pre_reservation_item_allocation,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,recalculate_proposal_pricing_ledger,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,recompute_primary_contact,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,record_memory_read,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,register_action_execution,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,reject_hypothesis,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,report_products_cross,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,report_products_monthly,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,report_products_sold,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,request_approval,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,reset_monthly_volts,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,reset_proposal_approval_state,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,resolve_approved_commercial_amount,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,resolve_approved_commercial_amount_by_proposal,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,resolve_dynamic_pricing_reference_date,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,resolve_historical_qualifier,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,resolve_historical_seller_at,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,resolve_manual_discount,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,resolve_primary_contact,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,resolve_primary_contact_manual,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,resolve_proposal_commercial_amount,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,restore_from_snapshot,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,restore_opportunity,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,rollback_playbook_version,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,run_headless_humanoid_test,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,run_proposal_financial_audit,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,seed_default_decision_rules,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,seed_default_pricing_factor_rules,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,seed_inventory_pricing_rules,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,seed_pre_sales_disqualification_reasons,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,seed_recommended_proposal_templates,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,set_inventory_return_condition,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,set_optimization_auto_mode,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,start_headless_humanoid_test_run,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,sync_enriched_contacts_to_account,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,sync_won_opportunity_value_from_approved_proposal,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,try_acquire_dedup_lock,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,unblock_trial,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,update_inventory_reservation_operational_status,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,upsert_proposal_ai_insights_cache,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,user_belongs_to_tenant,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,user_can_access_inventory,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,user_can_access_proposal,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,user_can_read_eventrix_inventory,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,user_is_cs,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,user_is_org_admin,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,user_is_org_admin_manager_or_cs,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,user_is_org_admin_or_manager,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,user_is_org_member,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
0029_authenticated_definer_executable,validate_proposal_payment_amount,intentional_rpc=true,accepted,Intentional RPC for authenticated org members; scoped internally
